ID	ID_AUTEUR	ID_RECUEIL	ID_POEME	TYPE_TEXTE	LM	PROFIL	NBR	REPETITION	REGLE	DESCRIPTION	REMARQUES	DATE	
HUG514.lm:12	HUG	HUG_2	HUG514	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG515.lm:12	HUG	HUG_2	HUG515	poem	12	6+6	70		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG516.lm:12	HUG	HUG_2	HUG516	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG517.lm:12	HUG	HUG_2	HUG517	poem	12	6+6	24		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG518.lm:12	HUG	HUG_2	HUG518	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG519.lm:12	HUG	HUG_2	HUG519	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG52.lm:12	HUG	HUG_8	HUG52	poem	12	6+6	31		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG52.lm:8	HUG	HUG_8	HUG52	poem	8	8	9		0.1	mètre simple		2022-06-06	
HUG520.lm:12	HUG	HUG_2	HUG520	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG520.lm:8	HUG	HUG_2	HUG520	poem	8	8	26		0.1	mètre simple		2022-06-06	
HUG521.lm:12	HUG	HUG_2	HUG521	poem	12	6+6	70		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG522.lm:12	HUG	HUG_2	HUG522	poem	12	6+6	24		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG523.lm:12	HUG	HUG_2	HUG523	poem	12	6+6	52		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG524.lm:12	HUG	HUG_2	HUG524	poem	12	6+6	38		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG525.lm:12	HUG	HUG_2	HUG525	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG526.lm:8	HUG	HUG_2	HUG526	poem	8	8	16		0.1	mètre simple		2022-06-06	
HUG527.lm:12	HUG	HUG_2	HUG527	poem	12	6+6	76		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG528.lm:12	HUG	HUG_2	HUG528	poem	12	6+6	22		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG529.lm:12	HUG	HUG_2	HUG529	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG53.lm:12	HUG	HUG_8	HUG53	poem	12	6+6	67		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG53.lm:7	HUG	HUG_8	HUG53	poem	7	7	20		0.1	mètre simple		2022-06-06	
HUG53.lm:8	HUG	HUG_8	HUG53	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG530.lm:12	HUG	HUG_2	HUG530	poem	12	6+6	46		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG531.lm:12	HUG	HUG_2	HUG531	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG532.lm:12	HUG	HUG_2	HUG532	poem	12	6+6	32		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG533.lm:12	HUG	HUG_2	HUG533	poem	12	6+6	376		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG534.lm:12	HUG	HUG_2	HUG534	poem	12	6+6	22		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG535.lm:4	HUG	HUG_2	HUG535	poem	4	4	66		0.1	mètre simple		2022-06-06	
HUG535.lm:8	HUG	HUG_2	HUG535	poem	8	8	66		0.1	mètre simple		2022-06-06	
HUG536.lm:12	HUG	HUG_2	HUG536	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG537.lm:12	HUG	HUG_2	HUG537	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG538.lm:12	HUG	HUG_2	HUG538	poem	12	6+6	70		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG539.lm:12	HUG	HUG_2	HUG539	poem	12	6+6	448		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG539.lm:6	HUG	HUG_2	HUG539	poem	6	6	224		0.1	mètre simple		2022-06-06	
HUG54.lm:8	HUG	HUG_8	HUG54	poem	8	8	80		0.1	mètre simple		2022-06-06	
HUG540.lm:12	HUG	HUG_2	HUG540	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG540.lm:6	HUG	HUG_2	HUG540	poem	6	6	6		0.1	mètre simple		2022-06-06	
HUG541.lm:12	HUG	HUG_2	HUG541	poem	12	6−6	168		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-06	
HUG542.lm:12	HUG	HUG_2	HUG542	poem	12	6+6	72		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG542.lm:6	HUG	HUG_2	HUG542	poem	6	6	36		0.1	mètre simple		2022-06-06	
HUG543.lm:12	HUG	HUG_2	HUG543	poem	12	6+6	38		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG544.lm:12	HUG	HUG_2	HUG544	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG545.lm:8	HUG	HUG_2	HUG545	poem	8	8	12		0.1	mètre simple		2022-06-06	
HUG546.lm:12	HUG	HUG_2	HUG546	poem	12	6+6	54		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG547.lm:12	HUG	HUG_2	HUG547	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG547.lm:8	HUG	HUG_2	HUG547	poem	8	8	6		0.1	mètre simple		2022-06-06	
HUG548.lm:8	HUG	HUG_2	HUG548	poem	8	8	116		0.1	mètre simple		2022-06-06	
HUG549.lm:12	HUG	HUG_2	HUG549	poem	12	6+6	92		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG549.lm:8	HUG	HUG_2	HUG549	poem	8	8	46		0.1	mètre simple		2022-06-06	
HUG55.lm:12	HUG	HUG_8	HUG55	poem	12	6+6	56		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG55.lm:8	HUG	HUG_8	HUG55	poem	8	8	10		0.1	mètre simple		2022-06-06	
HUG550.lm:12	HUG	HUG_2	HUG550	poem	12	6+6	80		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG550.lm:8	HUG	HUG_2	HUG550	poem	8	8	40		0.1	mètre simple		2022-06-06	
HUG551.lm:12	HUG	HUG_2	HUG551	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG551.lm:8	HUG	HUG_2	HUG551	poem	8	8	8		0.1	mètre simple		2022-06-06	
HUG552.lm:12	HUG	HUG_2	HUG552	poem	12	6+6	52		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG553.lm:12	HUG	HUG_2	HUG553	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG553.lm:8	HUG	HUG_2	HUG553	poem	8	8	8		0.1	mètre simple		2022-06-06	
HUG554.lm:12	HUG	HUG_2	HUG554	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG555.lm:12	HUG	HUG_2	HUG555	poem	12	6+6	24		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG556.lm:8	HUG	HUG_2	HUG556	poem	8	8	710		0.1	mètre simple		2022-06-06	
HUG557.lm:4	HUG	HUG_2	HUG557	poem	4	4	7		0.1	mètre simple		2022-06-06	
HUG557.lm:8	HUG	HUG_2	HUG557	poem	8	8	21		0.1	mètre simple		2022-06-06	
HUG558.lm:12	HUG	HUG_2	HUG558	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG559.lm:12	HUG	HUG_2	HUG559	poem	12	6+6	754		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG559.lm:6	HUG	HUG_2	HUG559	poem	6	6	32		0.1	mètre simple		2022-06-06	
HUG56.lm:12	HUG	HUG_8	HUG56	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG56.lm:7	HUG	HUG_8	HUG56	poem	7	7	90		0.1	mètre simple		2022-06-06	
HUG560.lm:12	HUG	HUG_2	HUG560	poem	12	6÷6	354		1.1.2.1.2.3	profil traditionnel avec vers bloqué(s)		2022-06-06	
HUG561.lm:6	HUG	HUG_3	HUG561	poem	6	6	4		0.1	mètre simple		2022-06-12	
HUG562.lm:12	HUG	HUG_3	HUG562	poem	12	6+6	212		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG563.lm:12	HUG	HUG_3	HUG563	poem	12	6+6	68		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG564.lm:12	HUG	HUG_3	HUG564	poem	12	6+6	92		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG565.lm:12	HUG	HUG_3	HUG565	poem	12	6+6	158		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG566.lm:12	HUG	HUG_3	HUG566	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG567.lm:12	HUG	HUG_3	HUG567	poem	12	6+6	88		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG568.lm:12	HUG	HUG_3	HUG568	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG569.lm:12	HUG	HUG_3	HUG569	poem	12	6+6	76		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG57.lm:12	HUG	HUG_8	HUG57	poem	12	6+6	79		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG57.lm:8	HUG	HUG_8	HUG57	poem	8	8	24		0.1	mètre simple		2022-06-06	
HUG570.lm:12	HUG	HUG_3	HUG570	poem	12	6+6	96		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG571.lm:12	HUG	HUG_3	HUG571	poem	12	6+6	156		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG572.lm:12	HUG	HUG_3	HUG572	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG573.lm:12	HUG	HUG_3	HUG573	poem	12	6+6	102		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG574.lm:12	HUG	HUG_3	HUG574	poem	12	6+6	150		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG575.lm:12	HUG	HUG_3	HUG575	poem	12	6−6	144		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-12	
HUG576.lm:12	HUG	HUG_3	HUG576	poem	12	6+6	294		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG577.lm:12	HUG	HUG_3	HUG577	poem	12	6+6	76		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG578.lm:12	HUG	HUG_3	HUG578	poem	12	6+6	318		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG579.lm:12	HUG	HUG_3	HUG579	poem	12	6+6	74		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG58.lm:12	HUG	HUG_8	HUG58	poem	12	6+6	33		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG58.lm:8	HUG	HUG_8	HUG58	poem	8	8	5		0.1	mètre simple		2022-06-06	
HUG580.lm:12	HUG	HUG_3	HUG580	poem	12	6+6	646		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG581.lm:12	HUG	HUG_3	HUG581	poem	12	6−6	1130		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-12	
HUG581.lm:7	HUG	HUG_3	HUG581	poem	7	7	56		0.1	mètre simple		2022-06-12	
HUG582.lm:12	HUG	HUG_3	HUG582	poem	12	6+6	358		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG583.lm:8	HUG	HUG_3	HUG583	poem	8	8	16		0.1	mètre simple		2022-06-12	
HUG584.lm:12	HUG	HUG_3	HUG584	poem	12	6+6	290		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG585.lm:12	HUG	HUG_3	HUG585	poem	12	6+6	248		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG586.lm:12	HUG	HUG_3	HUG586	poem	12	6+6	128		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG587.lm:12	HUG	HUG_3	HUG587	poem	12	6+6	748		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG588.lm:12	HUG	HUG_3	HUG588	poem	12	6+6	726		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG589.lm:12	HUG	HUG_3	HUG589	poem	12	6+6	248		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG59.lm:12	HUG	HUG_8	HUG59	poem	12	6+6	70		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG59.lm:8	HUG	HUG_8	HUG59	poem	8	8	14		0.1	mètre simple		2022-06-06	
HUG590.lm:12	HUG	HUG_3	HUG590	poem	12	6+6	54		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG591.lm:4	HUG	HUG_3	HUG591	poem	4	4	26		0.1	mètre simple		2022-06-12	
HUG591.lm:8	HUG	HUG_3	HUG591	poem	8	8	98		0.1	mètre simple		2022-06-12	
HUG592.lm:12	HUG	HUG_3	HUG592	poem	12	6+6	560		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG593.lm:12	HUG	HUG_3	HUG593	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG594.lm:12	HUG	HUG_3	HUG594	poem	12	6+6	164		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG595.lm:12	HUG	HUG_3	HUG595	poem	12	6+6	256		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG596.lm:12	HUG	HUG_3	HUG596	poem	12	6+6	80		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG597.lm:12	HUG	HUG_3	HUG597	poem	12	6+6	622		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG597.lm:8	HUG	HUG_3	HUG597	poem	8	8	100		0.1	mètre simple		2022-06-12	
HUG598.lm:12	HUG	HUG_3	HUG598	poem	12	6+6	184		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG599.lm:8	HUG	HUG_7	HUG599	poem	8	8	144		0.1	mètre simple		2022-06-06	
HUG6.lm:12	HUG	HUG_15	HUG6	poem	12	6+6	86		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG60.lm:8	HUG	HUG_8	HUG60	poem	8	8	10		0.1	mètre simple		2022-06-06	
HUG600.lm:7	HUG	HUG_7	HUG600	poem	7	7	16		0.1	mètre simple		2022-06-06	
HUG601.lm:7	HUG	HUG_7	HUG601	poem	7	7	40		0.1	mètre simple		2022-06-06	
HUG602.lm:8	HUG	HUG_7	HUG602	poem	8	8	48		0.1	mètre simple		2022-06-06	
HUG603.lm:8	HUG	HUG_7	HUG603	poem	8	8	144		0.1	mètre simple		2022-06-06	
HUG604.lm:7	HUG	HUG_7	HUG604	poem	7	7	28		0.1	mètre simple		2022-06-06	
HUG605.lm:8	HUG	HUG_7	HUG605	poem	8	8	16		0.1	mètre simple		2022-06-06	
HUG606.lm:8	HUG	HUG_7	HUG606	poem	8	8	96		0.1	mètre simple		2022-06-06	
HUG607.lm:8	HUG	HUG_7	HUG607	poem	8	8	76		0.1	mètre simple		2022-06-06	
HUG608.lm:8	HUG	HUG_7	HUG608	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG609.lm:7	HUG	HUG_7	HUG609	poem	7	7	68		0.1	mètre simple		2022-06-06	
HUG61.lm:12	HUG	HUG_8	HUG61	poem	12	6+6	40		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG61.lm:8	HUG	HUG_8	HUG61	poem	8	8	8		0.1	mètre simple		2022-06-06	
HUG610.lm:8	HUG	HUG_7	HUG610	poem	8	8	80		0.1	mètre simple		2022-06-06	
HUG611.lm:8	HUG	HUG_7	HUG611	poem	8	8	28		0.1	mètre simple		2022-06-06	
HUG612.lm:8	HUG	HUG_7	HUG612	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG613.lm:8	HUG	HUG_7	HUG613	poem	8	8	120		0.1	mètre simple		2022-06-06	
HUG614.lm:7	HUG	HUG_7	HUG614	poem	7	7	16		0.1	mètre simple		2022-06-06	
HUG615.lm:8	HUG	HUG_7	HUG615	poem	8	8	292		0.1	mètre simple		2022-06-06	
HUG616.lm:7	HUG	HUG_7	HUG616	poem	7	7	28		0.1	mètre simple		2022-06-06	
HUG617.lm:7	HUG	HUG_7	HUG617	poem	7	7	36		0.1	mètre simple		2022-06-06	
HUG618.lm:8	HUG	HUG_7	HUG618	poem	8	8	84		0.1	mètre simple		2022-06-06	
HUG619.lm:8	HUG	HUG_7	HUG619	poem	8	8	28		0.1	mètre simple		2022-06-06	
HUG62.lm:12	HUG	HUG_8	HUG62	poem	12	6+6	39		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG62.lm:8	HUG	HUG_8	HUG62	poem	8	8	3		0.1	mètre simple		2022-06-06	
HUG620.lm:7	HUG	HUG_7	HUG620	poem	7	7	60		0.1	mètre simple		2022-06-06	
HUG621.lm:8	HUG	HUG_7	HUG621	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG622.lm:7	HUG	HUG_7	HUG622	poem	7	7	200		0.1	mètre simple		2022-06-06	
HUG623.lm:8	HUG	HUG_7	HUG623	poem	8	8	24		0.1	mètre simple		2022-06-06	
HUG624.lm:8	HUG	HUG_7	HUG624	poem	8	8	44		0.1	mètre simple		2022-06-06	
HUG625.lm:7	HUG	HUG_7	HUG625	poem	7	7	28		0.1	mètre simple		2022-06-06	
HUG626.lm:7	HUG	HUG_7	HUG626	poem	7	7	32		0.1	mètre simple		2022-06-06	
HUG627.lm:8	HUG	HUG_7	HUG627	poem	8	8	32		0.1	mètre simple		2022-06-06	
HUG628.lm:7	HUG	HUG_7	HUG628	poem	7	7	88		0.1	mètre simple		2022-06-06	
HUG629.lm:8	HUG	HUG_7	HUG629	poem	8	8	76		0.1	mètre simple		2022-06-06	
HUG63.lm:12	HUG	HUG_8	HUG63	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG63.lm:8	HUG	HUG_8	HUG63	poem	8	8	13		0.1	mètre simple		2022-06-06	
HUG630.lm:7	HUG	HUG_7	HUG630	poem	7	7	36		0.1	mètre simple		2022-06-06	
HUG631.lm:8	HUG	HUG_7	HUG631	poem	8	8	24		0.1	mètre simple		2022-06-06	
HUG632.lm:7	HUG	HUG_7	HUG632	poem	7	7	28		0.1	mètre simple		2022-06-06	
HUG633.lm:8	HUG	HUG_7	HUG633	poem	8	8	128		0.1	mètre simple		2022-06-06	
HUG634.lm:7	HUG	HUG_7	HUG634	poem	7	7	388		0.1	mètre simple		2022-06-06	
HUG635.lm:8	HUG	HUG_7	HUG635	poem	8	8	144		0.1	mètre simple		2022-06-06	
HUG636.lm:7	HUG	HUG_7	HUG636	poem	7	7	56		0.1	mètre simple		2022-06-06	
HUG637.lm:6	HUG	HUG_7	HUG637	poem	6	6	116		0.1	mètre simple		2022-06-06	
HUG638.lm:7	HUG	HUG_7	HUG638	poem	7	7	112		0.1	mètre simple		2022-06-06	
HUG639.lm:7	HUG	HUG_7	HUG639	poem	7	7	40		0.1	mètre simple		2022-06-06	
HUG64.lm:12	HUG	HUG_8	HUG64	poem	12	6+6	24		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG64.lm:8	HUG	HUG_8	HUG64	poem	8	8	8		0.1	mètre simple		2022-06-06	
HUG640.lm:8	HUG	HUG_7	HUG640	poem	8	8	12		0.1	mètre simple		2022-06-06	
HUG641.lm:8	HUG	HUG_7	HUG641	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG642.lm:4	HUG	HUG_7	HUG642	poem	4	4	16		0.1	mètre simple		2022-06-06	
HUG643.lm:6	HUG	HUG_7	HUG643	poem	6	6	104		0.1	mètre simple		2022-06-06	
HUG644.lm:8	HUG	HUG_7	HUG644	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG645.lm:8	HUG	HUG_7	HUG645	poem	8	8	68		0.1	mètre simple		2022-06-06	
HUG646.lm:7	HUG	HUG_7	HUG646	poem	7	7	84		0.1	mètre simple		2022-06-06	
HUG647.lm:8	HUG	HUG_7	HUG647	poem	8	8	28		0.1	mètre simple		2022-06-06	
HUG648.lm:8	HUG	HUG_7	HUG648	poem	8	8	52		0.1	mètre simple		2022-06-06	
HUG649.lm:7	HUG	HUG_7	HUG649	poem	7	7	16		0.1	mètre simple		2022-06-06	
HUG65.lm:12	HUG	HUG_8	HUG65	poem	12	6+6	47		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG65.lm:8	HUG	HUG_8	HUG65	poem	8	8	17		0.1	mètre simple		2022-06-06	
HUG650.lm:3	HUG	HUG_7	HUG650	poem	3	3	18		0.1	mètre simple		2022-06-06	
HUG650.lm:7	HUG	HUG_7	HUG650	poem	7	7	18		0.1	mètre simple		2022-06-06	
HUG651.lm:8	HUG	HUG_7	HUG651	poem	8	8	36		0.1	mètre simple		2022-06-06	
HUG652.lm:7	HUG	HUG_7	HUG652	poem	7	7	68		0.1	mètre simple		2022-06-06	
HUG653.lm:10	HUG	HUG_7	HUG653	poem	10	5+5	28		1.1.2.1.1.2	profil traditionnel		2022-06-06	
HUG654.lm:4	HUG	HUG_7	HUG654	poem	4	4	44		0.1	mètre simple		2022-06-06	
HUG655.lm:8	HUG	HUG_7	HUG655	poem	8	8	76		0.1	mètre simple		2022-06-06	
HUG656.lm:7	HUG	HUG_7	HUG656	poem	7	7	136		0.1	mètre simple		2022-06-06	
HUG657.lm:8	HUG	HUG_7	HUG657	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG658.lm:8	HUG	HUG_7	HUG658	poem	8	8	172		0.1	mètre simple		2022-06-06	
HUG659.lm:8	HUG	HUG_7	HUG659	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG66.lm:12	HUG	HUG_8	HUG66	poem	12	6+6	49		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG66.lm:8	HUG	HUG_8	HUG66	poem	8	8	11		0.1	mètre simple		2022-06-06	
HUG660.lm:8	HUG	HUG_7	HUG660	poem	8	8	48		0.1	mètre simple		2022-06-06	
HUG661.lm:8	HUG	HUG_7	HUG661	poem	8	8	28		0.1	mètre simple		2022-06-06	
HUG662.lm:8	HUG	HUG_7	HUG662	poem	8	8	72		0.1	mètre simple		2022-06-06	
HUG663.lm:8	HUG	HUG_7	HUG663	poem	8	8	36		0.1	mètre simple		2022-06-06	
HUG664.lm:7	HUG	HUG_7	HUG664	poem	7	7	60		0.1	mètre simple		2022-06-06	
HUG665.lm:7	HUG	HUG_7	HUG665	poem	7	7	112		0.1	mètre simple		2022-06-06	
HUG666.lm:7	HUG	HUG_7	HUG666	poem	7	7	104		0.1	mètre simple		2022-06-06	
HUG667.lm:8	HUG	HUG_7	HUG667	poem	8	8	72		0.1	mètre simple		2022-06-06	
HUG668.lm:7	HUG	HUG_7	HUG668	poem	7	7	360		0.1	mètre simple		2022-06-06	
HUG669.lm:5	HUG	HUG_7	HUG669	poem	5	5	36		0.1	mètre simple		2022-06-06	
HUG67.lm:12	HUG	HUG_8	HUG67	poem	12	6+6	42		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG67.lm:8	HUG	HUG_8	HUG67	poem	8	8	6		0.1	mètre simple		2022-06-06	
HUG670.lm:8	HUG	HUG_7	HUG670	poem	8	8	104		0.1	mètre simple		2022-06-06	
HUG671.lm:8	HUG	HUG_7	HUG671	poem	8	8	28		0.1	mètre simple		2022-06-06	
HUG672.lm:6	HUG	HUG_7	HUG672	poem	6	6	20		0.1	mètre simple		2022-06-06	
HUG673.lm:8	HUG	HUG_7	HUG673	poem	8	8	44		0.1	mètre simple		2022-06-06	
HUG674.lm:7	HUG	HUG_7	HUG674	poem	7	7	44		0.1	mètre simple		2022-06-06	
HUG675.lm:8	HUG	HUG_7	HUG675	poem	8	8	248		0.1	mètre simple		2022-06-06	
HUG676.lm:8	HUG	HUG_7	HUG676	poem	8	8	228		0.1	mètre simple		2022-06-06	
HUG677.lm:12	HUG	HUG_18	HUG677	poem	12	6+6	326		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG678.lm:12	HUG	HUG_9	HUG678	poem	12	6+6	238		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG679.lm:12	HUG	HUG_9	HUG679	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG68.lm:12	HUG	HUG_8	HUG68	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG68.lm:8	HUG	HUG_8	HUG68	poem	8	8	2		0.1	mètre simple		2022-06-06	
HUG680.lm:12	HUG	HUG_9	HUG680	poem	12	6+6	234		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG681.lm:12	HUG	HUG_9	HUG681	poem	12	6+6	68		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG682.lm:12	HUG	HUG_9	HUG682	poem	12	6+6	88		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG683.lm:12	HUG	HUG_9	HUG683	poem	12	6+6	30		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG684.lm:12	HUG	HUG_9	HUG684	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG685.lm:12	HUG	HUG_9	HUG685	poem	12	6+6	52		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG686.lm:12	HUG	HUG_9	HUG686	poem	12	6+6	46		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG687.lm:12	HUG	HUG_9	HUG687	poem	12	6+6	80		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG688.lm:12	HUG	HUG_9	HUG688	poem	12	6+6	64		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG689.lm:12	HUG	HUG_9	HUG689	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG69.lm:12	HUG	HUG_8	HUG69	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG69.lm:8	HUG	HUG_8	HUG69	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG690.lm:12	HUG	HUG_9	HUG690	poem	12	6+6	22		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG691.lm:12	HUG	HUG_9	HUG691	poem	12	6+6	68		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG692.lm:12	HUG	HUG_9	HUG692	poem	12	6+6	24		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG693.lm:12	HUG	HUG_9	HUG693	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG694.lm:12	HUG	HUG_9	HUG694	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG695.lm:12	HUG	HUG_9	HUG695	poem	12	6+6	84		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG696.lm:12	HUG	HUG_9	HUG696	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG697.lm:12	HUG	HUG_9	HUG697	poem	12	6+6	98		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG698.lm:12	HUG	HUG_9	HUG698	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG698.lm:6	HUG	HUG_9	HUG698	poem	6	6	14		0.1	mètre simple		2022-06-06	
HUG699.lm:12	HUG	HUG_9	HUG699	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG7.lm:12	HUG	HUG_15	HUG7	poem	12	6+6	134		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG70.lm:12	HUG	HUG_8	HUG70	poem	12	6+6	11		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG70.lm:8	HUG	HUG_8	HUG70	poem	8	8	4		0.1	mètre simple		2022-06-06	
HUG700.lm:12	HUG	HUG_9	HUG700	poem	12	6+6	30		1.1.2.1.1	profil traditionnel		2022-06-06	
